snapshot,mu_t,min_mu_t_alpha_1p5,gSCR_t,relative_margin_rG,min_kappa,median_kappa,min_kappa_bus,binding_node_count,violating_node_count,total_GFL_exposure,total_GFM_strength,local_relative_slack_min,gershgorin_conservatism_gap
76.0,-2.4081635372838665e-13,-2.4081635372838665e-13,1.4999999999999998,-1.4802973661668753e-16,-9.094947017729282e-13,0.0,31.0,19.0,0.0,33688.597780089345,63249.48341965954,-6.063298011819521e-13,9.092726571680032e-13
77.0,-1.8216416760712893e-13,-1.8216416760712893e-13,1.4999999999999993,-4.440892098500626e-16,-9.094947017729282e-13,2.2737367544323206e-13,31.0,19.0,0.0,33638.597780089345,63249.48341965954,-6.063298011819521e-13,9.088285679581531e-13
78.0,-4.4985174315512986e-13,-4.4985174315512986e-13,1.5,0.0,-4.547473508864641e-13,2.2737367544323206e-13,33.0,19.0,0.0,33638.597780089345,63249.48341965954,-3.0316490059097606e-13,4.547473508864641e-13
79.0,-3.5946092863611724e-13,-3.5946092863611724e-13,1.4999999999999993,-4.440892098500626e-16,-9.094947017729282e-13,0.0,31.0,22.0,0.0,35082.91016767249,63249.48341965954,-6.063298011819521e-13,9.088285679581531e-13
80.0,-2.6420291704205595e-13,-2.6420291704205595e-13,1.5000000000000002,1.4802973661668753e-16,-2.2737367544323206e-13,0.0,20.0,24.0,0.0,38428.57116654557,63249.47807920664,-1.5158245029548803e-13,2.275957200481571e-13
81.0,-2.3018587594476364e-13,-2.3018587594476364e-13,1.4999999999999993,-4.440892098500626e-16,-2.2737367544323206e-13,0.0,20.0,24.0,0.0,38228.571166545575,63249.47807920664,-1.5158245029548803e-13,2.2670754162845697e-13
82.0,-3.3533014780372406e-14,-3.3533014780372406e-14,1.5,0.0,-4.547473508864641e-13,0.0,33.0,23.0,0.0,38725.92889735999,63249.47807920664,-3.0316490059097606e-13,4.547473508864641e-13
83.0,-2.2850852789484943e-13,-2.2850852789484943e-13,1.4999999999999993,-4.440892098500626e-16,-2.2737367544323206e-13,0.0,20.0,23.0,0.0,35332.91016767249,63249.47807920664,-1.5158245029548803e-13,2.2670754162845697e-13
84.0,-2.631065349268162e-13,-2.631065349268162e-13,1.4999999999999991,-5.921189464667501e-16,-2.2737367544323206e-13,0.0,20.0,23.0,0.0,34197.74923404023,63249.47807920664,-1.5158245029548803e-13,2.2648549702353193e-13
85.0,-3.149110065174402e-13,-3.149110065174402e-13,1.4999999999999993,-4.440892098500626e-16,-2.2737367544323206e-13,0.0,23.0,20.0,0.0,33037.97009655882,63249.47807920664,-1.5158245029548803e-13,2.2670754162845697e-13
86.0,-6.253685826269149e-14,-6.253685826269149e-14,1.4999999999999996,-2.9605947323337506e-16,-9.094947017729282e-13,0.0,31.0,23.0,0.0,37437.937481011424,63249.47807920664,-6.063298011819521e-13,9.090506125630782e-13
